Video,Frame,SIM,CC,NSS,Recall,Area_Pct
233604925-0_979.mp4,590,0.4077,0.7279,4.1958,0.9704,0.0992
233604925-980_2440.mp4,0,0.3812,0.5064,1.6936,0.6354,0.1385
233604925-980_2440.mp4,147,0.4642,0.7465,3.4742,0.9454,0.0983
233604925-980_2440.mp4,295,0.4053,0.5911,2.1904,0.7476,0.1096
233604925-980_2440.mp4,442,0.4232,0.6312,2.3617,0.7956,0.1163
233604925-980_2440.mp4,590,0.3197,0.3827,1.3358,0.4143,0.1038
235659981-0_720.mp4,0,0.348,0.6525,3.2695,0.9022,0.103
235659981-0_720.mp4,147,0.1392,0.1548,0.599,0.194,0.1388
235659981-0_720.mp4,295,0.377,0.4985,1.5384,0.4319,0.0936
235659981-0_720.mp4,442,0.3132,0.4989,1.7025,0.3483,0.0598
235659981-0_720.mp4,590,0.2074,0.4138,2.1014,0.7114,0.1127
235690410-6001_7321.mp4,0,0.4097,0.7415,3.8311,0.9336,0.0928
235690410-6001_7321.mp4,147,0.3883,0.5917,2.2379,0.754,0.1117
235690410-6001_7321.mp4,295,0.2662,0.5505,2.533,0.918,0.1595
235690410-6001_7321.mp4,442,0.4572,0.6973,3.3927,0.7542,0.0615
235690410-6001_7321.mp4,590,0.3404,0.5596,2.0871,0.767,0.1093
236284058-2970_4066.mp4,0,0.3548,0.4807,1.7756,0.6172,0.1068
236284058-2970_4066.mp4,147,0.4137,0.6631,2.286,0.6285,0.0723
236284058-2970_4066.mp4,295,0.2622,0.4109,2.0204,0.6505,0.1085
236284058-2970_4066.mp4,442,0.3433,0.5826,2.8137,0.6984,0.083
236284058-2970_4066.mp4,590,0.283,0.4131,1.3893,0.5303,0.1271
236772527-3022_4513.mp4,0,0.2567,0.29,0.8207,0.2181,0.0956
236772527-3022_4513.mp4,147,0.4014,0.7369,4.1054,0.9872,0.0767
236772527-3022_4513.mp4,295,0.1248,0.1221,0.3443,0.0704,0.1054
236772527-3022_4513.mp4,442,0.1758,0.2509,0.4774,0.1176,0.1046
236772527-3022_4513.mp4,590,0.0868,0.072,0.2411,0.0279,0.1046
236891768-992_1896.mp4,0,0.2674,0.5153,3.0313,0.973,0.1408
236891768-992_1896.mp4,147,0.3195,0.5728,2.2634,0.8851,0.134
236891768-992_1896.mp4,295,0.2883,0.6101,3.5704,1.0,0.1019
236891768-992_1896.mp4,442,0.3546,0.6115,2.6022,0.7725,0.0736
236891768-992_1896.mp4,590,0.2552,0.381,1.6382,0.5759,0.1144
237393077-965_2885.mp4,0,0.1491,0.2837,1.3036,0.3253,0.074
237393077-965_2885.mp4,147,0.2334,0.2454,0.9433,0.3243,0.0988
237393077-965_2885.mp4,295,0.3205,0.4845,2.0217,0.6351,0.081
237393077-965_2885.mp4,442,0.2387,0.3288,1.3153,0.3952,0.0935
237393077-965_2885.mp4,590,0.2401,0.382,1.3451,0.4533,0.0885
237611105-2052_3322.mp4,0,0.4473,0.7384,2.6988,0.9371,0.1285
237611105-2052_3322.mp4,147,0.3485,0.5466,1.96,0.5884,0.0972
237611105-2052_3322.mp4,295,0.3402,0.674,2.6161,0.9197,0.0989
237611105-2052_3322.mp4,442,0.4195,0.5143,1.6946,0.5278,0.0804
237611105-2052_3322.mp4,590,0.3699,0.6004,2.8049,0.7906,0.0997
237611105-3323_7834.mp4,0,0.375,0.6308,2.2601,0.7724,0.0922
237611105-3323_7834.mp4,147,0.3412,0.593,2.8563,0.8028,0.0918
237611105-3323_7834.mp4,295,0.2655,0.3085,1.2694,0.4286,0.0864
237611105-3323_7834.mp4,442,0.2746,0.4894,1.9976,0.6901,0.1175
237611105-3323_7834.mp4,590,0.2612,0.3199,0.9898,0.3425,0.1198
238213196-1968_2989.mp4,0,0.3233,0.5266,2.0331,0.5965,0.0957
238213196-1968_2989.mp4,147,0.3224,0.4993,1.8193,0.6514,0.1071
238213196-1968_2989.mp4,295,0.2837,0.4158,1.6091,0.4793,0.0943
238213196-1968_2989.mp4,442,0.3681,0.593,2.1431,0.8103,0.1239
238213196-1968_2989.mp4,590,0.2684,0.3334,1.2286,0.2892,0.0887
238478229-0_545.mp4,0,0.3052,0.4759,1.6698,0.5892,0.0927
238478229-0_545.mp4,147,0.275,0.5419,2.5286,0.8759,0.1332
238478229-0_545.mp4,295,0.3765,0.5516,1.8361,0.4976,0.0754
238478229-0_545.mp4,442,0.524,0.7617,3.9701,0.8241,0.067
238478229-0_545.mp4,590,0.3208,0.5659,3.8335,0.8443,0.1069
238634538-0_1251.mp4,0,0.4069,0.7543,3.8193,0.975,0.0878
238634538-0_1251.mp4,147,0.4386,0.6247,3.393,0.781,0.0822
238634538-0_1251.mp4,295,0.4189,0.6176,2.633,0.8203,0.0917
238634538-0_1251.mp4,442,0.4247,0.6349,1.8505,0.6982,0.1335
238634538-0_1251.mp4,590,0.3709,0.4754,1.3312,0.4652,0.1011
238681856-0_1031.mp4,0,0.1895,0.17,0.529,0.1922,0.137
238681856-0_1031.mp4,147,0.3698,0.498,1.8512,0.5269,0.0965
238681856-0_1031.mp4,295,0.3391,0.6056,2.8966,0.8214,0.1
238681856-0_1031.mp4,442,0.3129,0.3953,1.2851,0.5176,0.1465
238681856-0_1031.mp4,590,0.1859,0.1722,0.6244,0.1045,0.1062
238681856-3023_4041.mp4,0,0.3487,0.5163,1.749,0.5683,0.1032
238681856-3023_4041.mp4,147,0.2951,0.4108,1.1414,0.3793,0.1059
238681856-3023_4041.mp4,295,0.4093,0.5381,1.8537,0.5135,0.0863
238681856-3023_4041.mp4,442,0.2969,0.3611,1.2535,0.3214,0.0793
238681856-3023_4041.mp4,590,0.3248,0.5389,2.2124,0.7709,0.1201
238878273-3029_4033.mp4,0,0.1889,0.3503,1.4266,0.6008,0.1415
238878273-3029_4033.mp4,147,0.3706,0.5396,2.7661,0.6731,0.0972
238878273-3029_4033.mp4,295,0.1908,0.3092,1.817,0.5522,0.1135
238878273-3029_4033.mp4,442,0.2562,0.4832,2.409,0.8278,0.1098
238878273-3029_4033.mp4,590,0.4374,0.7352,3.6266,0.7538,0.0729
239014458-96_981.mp4,0,0.2273,0.4633,2.4705,0.7647,0.0842
239014458-96_981.mp4,147,0.3089,0.6704,4.7739,0.9534,0.073
239014458-96_981.mp4,295,0.3987,0.665,3.5077,0.8725,0.1019
239014458-96_981.mp4,442,0.2698,0.5514,2.9273,0.9771,0.1235
239014458-96_981.mp4,590,0.2457,0.4737,2.369,0.9103,0.1407
239014458-982_2052.mp4,0,0.4196,0.5752,1.8632,0.6471,0.1146
239014458-982_2052.mp4,147,0.3138,0.4682,1.8675,0.7262,0.1147
239014458-982_2052.mp4,295,0.3277,0.5424,2.2416,0.9,0.1221
239014458-982_2052.mp4,442,0.2532,0.5528,2.6305,0.9846,0.1254
239014458-982_2052.mp4,590,0.2996,0.5936,3.0979,0.9557,0.1073
239019214-0_1500.mp4,0,0.3504,0.6884,3.3096,0.9391,0.1019
239019214-0_1500.mp4,147,0.408,0.5463,2.0522,0.6268,0.1089
239019214-0_1500.mp4,295,0.3538,0.6781,3.8059,0.9143,0.0906
239019214-0_1500.mp4,442,0.2884,0.4851,1.7148,0.6766,0.1409
239019214-0_1500.mp4,590,0.2699,0.485,2.1515,0.8333,0.11
239031610-0_1537.mp4,0,0.2805,0.398,1.2392,0.496,0.1302
239031610-0_1537.mp4,147,0.4439,0.6352,2.0761,0.7154,0.1197
239031610-0_1537.mp4,295,0.3127,0.546,2.8972,0.6772,0.0554
239031610-0_1537.mp4,442,0.2434,0.2136,0.6791,0.1295,0.054
239031610-0_1537.mp4,590,0.4192,0.6166,2.8511,0.6406,0.0655
239139943-0_1055.mp4,0,0.1403,0.3654,2.9958,0.9387,0.1405
239139943-0_1055.mp4,147,0.5094,0.8111,4.3374,0.9237,0.0688
239139943-0_1055.mp4,295,0.3343,0.6945,4.8387,0.955,0.0905
239139943-0_1055.mp4,442,0.1199,-0.0072,-0.0487,0.0145,0.0623
239139943-0_1055.mp4,590,0.3164,0.5802,2.8884,0.7606,0.0779
239949565-2014_3121.mp4,0,0.2556,0.4739,1.7765,0.2937,0.0546
239949565-2014_3121.mp4,147,0.3232,0.5244,1.6407,0.7414,0.1596
239949565-2014_3121.mp4,295,0.3903,0.5559,1.8559,0.7206,0.1373
239949565-2014_3121.mp4,442,0.2085,0.5038,3.0574,0.8857,0.0701
239949565-2014_3121.mp4,590,0.2004,0.3848,1.4198,0.401,0.1201
239949565-6985_8016.mp4,0,0.4066,0.6723,3.0156,0.9281,0.1026
239949565-6985_8016.mp4,147,0.2414,0.1916,0.5834,0.2174,0.1114
239949565-6985_8016.mp4,295,0.1215,0.2161,0.9543,0.2714,0.1017
239949565-6985_8016.mp4,442,0.384,0.5774,2.4514,0.7078,0.0835
239949565-6985_8016.mp4,590,0.2904,0.4946,2.5122,0.7451,0.0827
240015784-0_992.mp4,0,0.4905,0.7928,4.9657,0.9643,0.069
240015784-0_992.mp4,147,0.4572,0.7705,4.5288,0.9653,0.0896
240015784-0_992.mp4,295,0.2116,0.4103,2.1005,0.7689,0.1091
240015784-0_992.mp4,442,0.2666,0.4042,1.7022,0.7476,0.1236
240015784-0_992.mp4,590,0.2049,0.3251,1.6741,0.7398,0.1047
240015784-3983_5520.mp4,0,0.3087,0.6772,6.1146,0.9683,0.0748
240015784-3983_5520.mp4,147,0.4362,0.816,6.517,0.985,0.0586
240015784-3983_5520.mp4,295,0.3941,0.6437,4.2659,0.8922,0.062
240015784-3983_5520.mp4,442,0.3232,0.5466,3.5999,0.8522,0.0952
240015784-3983_5520.mp4,590,0.3532,0.6859,4.9786,0.9077,0.0846
240156468-0_721.mp4,0,0.4134,0.6912,3.4669,0.9356,0.0916
240156468-0_721.mp4,147,0.4232,0.578,2.0192,0.68,0.1178
240156468-0_721.mp4,295,0.3657,0.7049,3.2214,0.986,0.1484
240156468-0_721.mp4,442,0.3803,0.5449,2.1757,0.6389,0.0937
240156468-0_721.mp4,590,0.3268,0.6413,3.1464,0.9682,0.1217
240527619-2753_4167.mp4,0,0.2796,0.2423,0.692,0.2941,0.1519
240527619-2753_4167.mp4,147,0.2153,0.1481,0.2945,0.175,0.1463
240527619-2753_4167.mp4,295,0.3768,0.442,1.4055,0.5787,0.1149
240527619-2753_4167.mp4,442,0.3016,0.288,0.8653,0.3084,0.115
240527619-2753_4167.mp4,590,0.2205,0.2279,0.7461,0.2769,0.1038
240540029-2948_4037.mp4,0,0.291,0.5117,2.7271,0.8511,0.1333
240540029-2948_4037.mp4,147,0.3565,0.5,2.0801,0.7531,0.1151
240540029-2948_4037.mp4,295,0.4083,0.6081,1.9291,0.661,0.0918
240540029-2948_4037.mp4,442,0.3017,0.4505,1.5553,0.4421,0.106
240540029-2948_4037.mp4,590,0.1139,0.1024,0.3949,0.0812,0.1269
240545098-968_2198.mp4,0,0.439,0.6096,2.3505,0.7444,0.1114
240545098-968_2198.mp4,147,0.4165,0.7649,4.3596,0.975,0.0785
240545098-968_2198.mp4,295,0.3469,0.4299,1.4974,0.4363,0.0978
240545098-968_2198.mp4,442,0.4,0.6474,3.2615,0.8466,0.0856
240545098-968_2198.mp4,590,0.3781,0.6428,3.6541,0.8923,0.0843
240782350-25_1559.mp4,0,0.256,0.4332,2.07,0.9286,0.1256
240782350-25_1559.mp4,147,0.3332,0.664,3.7291,0.913,0.0909
240782350-25_1559.mp4,295,0.2473,0.4606,2.3846,0.9012,0.1076
240782350-25_1559.mp4,442,0.4502,0.7286,3.4136,0.8391,0.0837
240782350-25_1559.mp4,590,0.2482,0.318,0.9952,0.3966,0.1519
240912947-6222_7442.mp4,0,0.4205,0.8094,4.6744,0.9828,0.0621
240912947-6222_7442.mp4,147,0.2651,0.5821,5.2273,0.9526,0.0996
240912947-6222_7442.mp4,295,0.3578,0.6768,4.0038,0.9363,0.0754
240912947-6222_7442.mp4,442,0.3124,0.4895,2.355,0.8047,0.0992
240912947-6222_7442.mp4,590,0.2243,0.4685,3.2501,0.8856,0.1074
241022845-0_630.mp4,0,0.384,0.4096,1.1202,0.2522,0.0646
241022845-0_630.mp4,147,0.3996,0.673,2.8046,0.988,0.1393
241022845-0_630.mp4,295,0.281,0.5942,3.8438,0.9634,0.0929
241022845-0_630.mp4,442,0.3467,0.5635,2.1475,0.7846,0.0983
241022845-0_630.mp4,590,0.3043,0.442,1.3798,0.4,0.1116
241881313-0_786.mp4,0,0.4373,0.576,2.5037,0.8,0.08
241881313-0_786.mp4,147,0.3505,0.5214,2.0017,0.751,0.1033
241881313-0_786.mp4,295,0.4395,0.6766,2.7579,0.8434,0.1079
241881313-0_786.mp4,442,0.399,0.5874,2.5409,0.5128,0.0578
241881313-0_786.mp4,590,0.3535,0.5441,2.5902,0.7077,0.0903
242156589-48_1029.mp4,0,0.2606,0.3927,1.4614,0.5169,0.1169
242156589-48_1029.mp4,147,0.2607,0.4122,1.8311,0.6061,0.0958
242156589-48_1029.mp4,295,0.1267,0.1034,0.1004,0.0926,0.1053
242156589-48_1029.mp4,442,0.3577,0.4996,1.5776,0.7682,0.1587
242156589-48_1029.mp4,590,0.4309,0.6449,2.2013,0.7067,0.1104
242693298-7030_8331.mp4,0,0.3719,0.6542,3.6431,0.8964,0.0856
242693298-7030_8331.mp4,147,0.4188,0.6791,3.3148,0.8953,0.0931
242693298-7030_8331.mp4,295,0.4388,0.6331,2.9372,0.7009,0.0708
242693298-7030_8331.mp4,442,0.5755,0.8613,4.6772,0.971,0.0719
242693298-7030_8331.mp4,590,0.5344,0.7542,4.2745,0.9378,0.072
243716358-150_900.mp4,0,0.292,0.5159,2.125,0.8679,0.1342
243716358-150_900.mp4,147,0.2543,0.4969,2.6212,0.7708,0.1
243716358-150_900.mp4,295,0.2903,0.4501,2.0155,0.6471,0.0999
243716358-150_900.mp4,442,0.246,0.6474,4.9048,1.0,0.0926
243716358-150_900.mp4,590,0.2621,0.4164,1.651,0.7115,0.1611
243901163-0_751.mp4,0,0.2113,0.3045,1.214,0.3906,0.1056
243901163-0_751.mp4,147,0.3101,0.5764,4.2571,0.8626,0.0763
243901163-0_751.mp4,295,0.3239,0.719,4.9898,0.9845,0.0701
243901163-0_751.mp4,442,0.1474,0.5019,3.9891,0.9848,0.0989
243901163-0_751.mp4,590,0.3128,0.4921,1.8033,0.697,0.1245
244244004-10007_11586.mp4,0,0.3588,0.6578,3.179,0.9633,0.0999
244244004-10007_11586.mp4,147,0.3683,0.5934,2.4603,0.6964,0.0897
244244004-10007_11586.mp4,295,0.4105,0.6819,3.2066,0.9399,0.1037
244244004-10007_11586.mp4,442,0.1992,0.4964,3.5512,1.0,0.0933
244244004-10007_11586.mp4,590,0.2872,0.3749,1.548,0.4293,0.0859
244244004-11587_12963.mp4,0,0.4258,0.7029,3.541,0.875,0.0792
244244004-11587_12963.mp4,147,0.5035,0.663,2.543,0.7832,0.1076
244244004-11587_12963.mp4,295,0.4743,0.583,2.0903,0.7277,0.1009
244244004-11587_12963.mp4,442,0.4058,0.5847,2.2645,0.7413,0.1305
244244004-11587_12963.mp4,590,0.3514,0.4553,1.742,0.5441,0.0981
244832356-0_1000.mp4,0,0.3456,0.7003,3.8666,0.983,0.0891
244832356-0_1000.mp4,147,0.2642,0.5861,3.1239,1.0,0.1107
244832356-0_1000.mp4,295,0.3458,0.6223,3.1645,0.8415,0.0903
244832356-0_1000.mp4,442,0.3161,0.5049,2.1458,0.6828,0.0932
244832356-0_1000.mp4,590,0.3385,0.7231,4.67,1.0,0.0988
245462211-0_1601.mp4,0,0.4459,0.6603,2.2211,0.7325,0.1066
245462211-0_1601.mp4,147,0.4292,0.6544,2.4527,0.7944,0.109
245462211-0_1601.mp4,295,0.3337,0.5713,2.2769,0.8398,0.1622
245462211-0_1601.mp4,442,0.3697,0.5727,1.9607,0.7544,0.1115
245462211-0_1601.mp4,590,0.374,0.4315,1.213,0.381,0.0907
245462211-3786_6428.mp4,0,0.2911,0.6003,3.1272,0.8651,0.0859
245462211-3786_6428.mp4,147,0.3299,0.5274,2.5583,0.7959,0.1081
245462211-3786_6428.mp4,295,0.3342,0.4395,1.8284,0.5781,0.0917
245462211-3786_6428.mp4,442,0.3423,0.5251,2.5318,0.7167,0.0766
245462211-3786_6428.mp4,590,0.3365,0.5338,2.741,0.746,0.0964
246558055-2494_4612.mp4,0,0.384,0.5709,2.6803,0.6151,0.0813
246558055-2494_4612.mp4,147,0.2423,0.2478,1.075,0.3387,0.0959
246558055-2494_4612.mp4,295,0.2373,0.3213,1.1397,0.1808,0.0785
246558055-2494_4612.mp4,442,0.2221,0.2689,1.0071,0.2063,0.0886
246558055-2494_4612.mp4,590,0.1718,0.1918,0.7042,0.1099,0.0875
248303052-0_581.mp4,0,0.3827,0.6711,2.8466,0.9175,0.1178
248303052-0_581.mp4,147,0.2143,0.2442,1.0279,0.2867,0.0723
248303052-0_581.mp4,295,0.2397,0.2944,0.9785,0.2731,0.0967
248303052-0_581.mp4,442,0.3904,0.6412,2.568,0.8584,0.12
248303052-0_581.mp4,590,0.3706,0.5496,1.9395,0.6978,0.1161
248691038-0_1316.mp4,0,0.3599,0.4569,1.442,0.4,0.0954
248691038-0_1316.mp4,147,0.2445,0.2537,0.6652,0.2437,0.1064
248691038-0_1316.mp4,295,0.307,0.469,2.1887,0.6447,0.1039
248691038-0_1316.mp4,442,0.4335,0.6167,2.1573,0.692,0.1072
248691038-0_1316.mp4,590,0.355,0.3913,1.2151,0.3723,0.0869
248789484-0_1000.mp4,0,0.3231,0.5986,2.8005,0.7669,0.1031
248789484-0_1000.mp4,147,0.1999,0.3089,1.1953,0.25,0.0922
248789484-0_1000.mp4,295,0.2537,0.4327,2.3466,0.756,0.1035
248789484-0_1000.mp4,442,0.3833,0.5872,2.3757,0.7076,0.1013
248789484-0_1000.mp4,590,0.3215,0.5029,2.1058,0.6839,0.1134
249584015-0_1500.mp4,0,0.544,0.7896,3.9333,0.9267,0.0816
249584015-0_1500.mp4,147,0.3806,0.6985,3.2741,0.9839,0.1101
249584015-0_1500.mp4,295,0.288,0.4065,1.3447,0.4775,0.1127
249584015-0_1500.mp4,442,0.36,0.7052,3.3642,0.8889,0.1024
249584015-0_1500.mp4,590,0.3012,0.3665,1.2079,0.3632,0.1044
249846776-0_750.mp4,0,0.3348,0.4608,1.6707,0.5512,0.1219
249846776-0_750.mp4,147,0.2334,0.4661,2.5689,0.9597,0.084
249846776-0_750.mp4,295,0.19,0.3542,2.4292,0.794,0.1046
249846776-0_750.mp4,442,0.2744,0.6518,4.9632,1.0,0.0692
249846776-0_750.mp4,590,0.3601,0.6745,4.2907,0.9559,0.0753
250178676-0_768.mp4,0,0.3744,0.507,1.7698,0.6343,0.1245
250178676-0_768.mp4,147,0.468,0.7222,3.8047,0.875,0.0883
250178676-0_768.mp4,295,0.3792,0.5196,1.6004,0.6461,0.1322
250178676-0_768.mp4,442,0.4091,0.5267,1.773,0.6516,0.1562
250178676-0_768.mp4,590,0.3544,0.5789,2.0389,0.8354,0.1468
250992480-1979_2988.mp4,0,0.3235,0.5292,1.9618,0.605,0.084
250992480-1979_2988.mp4,147,0.3153,0.5635,2.1141,0.6471,0.082
250992480-1979_2988.mp4,295,0.3035,0.5497,2.5114,0.7056,0.0896
250992480-1979_2988.mp4,442,0.2859,0.5019,2.2121,0.7956,0.1107
250992480-1979_2988.mp4,590,0.4461,0.741,3.6235,0.8475,0.0749
251157480-992_2026.mp4,0,0.2116,0.3868,1.665,0.5238,0.1057
251157480-992_2026.mp4,147,0.3846,0.6105,2.2614,0.5804,0.067
251157480-992_2026.mp4,295,0.2604,0.3736,1.4039,0.3818,0.0919
251157480-992_2026.mp4,442,0.2468,0.2716,0.8524,0.3222,0.0991
251157480-992_2026.mp4,590,0.3558,0.6581,3.5712,0.9623,0.1057
251732884-0_1351.mp4,0,0.3887,0.6921,4.2822,0.9508,0.0912
251732884-0_1351.mp4,147,0.1065,0.0621,0.1015,0.0595,0.0562
251732884-0_1351.mp4,295,0.1777,0.2931,1.2966,0.5054,0.1174
251732884-0_1351.mp4,442,0.2981,0.5835,3.5045,0.9048,0.0888
251732884-0_1351.mp4,590,0.3855,0.6015,1.9276,0.6175,0.0987
252141230-0_880.mp4,0,0.3701,0.59,2.8237,0.9067,0.1177
252141230-0_880.mp4,147,0.3131,0.6345,4.2751,0.9143,0.0846
252141230-0_880.mp4,295,0.3651,0.6831,4.4444,0.9429,0.0723
252141230-0_880.mp4,442,0.3626,0.7201,5.8054,0.9041,0.0574
252141230-0_880.mp4,590,0.3493,0.631,2.7703,0.8,0.0823
252219238-3993_5550.mp4,0,0.3337,0.7303,5.9018,1.0,0.0675
252219238-3993_5550.mp4,147,0.2546,0.568,4.2403,0.9211,0.0837
252219238-3993_5550.mp4,295,0.426,0.5545,2.6693,0.6121,0.0691
252219238-3993_5550.mp4,442,0.3591,0.5711,2.4356,0.73,0.0955
252219238-3993_5550.mp4,590,0.2175,0.5477,3.5197,1.0,0.126
252315629-0_1500.mp4,0,0.428,0.6823,3.5083,0.9412,0.091
252315629-0_1500.mp4,147,0.3545,0.6937,3.4045,0.9403,0.102
252315629-0_1500.mp4,295,0.3575,0.6793,3.2643,0.9634,0.1001
252315629-0_1500.mp4,442,0.4284,0.7516,4.3753,0.9659,0.0922
252315629-0_1500.mp4,590,0.3443,0.5817,2.9916,0.9545,0.081
252341967-0_1000.mp4,0,0.3175,0.7358,5.5151,1.0,0.0744
252341967-0_1000.mp4,147,0.2497,0.3817,1.5209,0.7727,0.1495
252341967-0_1000.mp4,295,0.3591,0.5863,2.5972,0.7877,0.0902
252341967-0_1000.mp4,442,0.3872,0.6727,3.8078,0.8769,0.0615
252341967-0_1000.mp4,590,0.4,0.6557,3.2584,0.8792,0.0902
252367551-2973_4003.mp4,0,0.3005,0.5621,2.6661,0.8611,0.0918
252367551-2973_4003.mp4,147,0.3265,0.6174,3.5391,0.9225,0.0824
252367551-2973_4003.mp4,295,0.2764,0.5579,2.9015,0.9677,0.1238
252367551-2973_4003.mp4,442,0.3417,0.681,3.9995,0.8923,0.0844
252367551-2973_4003.mp4,590,0.2204,0.3976,1.6192,0.6032,0.1153
252447200-0_879.mp4,0,0.3292,0.6819,4.812,0.9513,0.0682
252447200-0_879.mp4,147,0.1814,0.4146,2.9394,0.9524,0.1092
252447200-0_879.mp4,295,0.3527,0.5288,1.98,0.7903,0.1399
252447200-0_879.mp4,442,0.4718,0.66,3.0456,0.7773,0.1082
252447200-0_879.mp4,590,0.2218,0.5456,3.821,1.0,0.1221
252967066-1880_2982.mp4,0,0.2693,0.6503,4.3777,1.0,0.0984
252967066-1880_2982.mp4,147,0.2434,0.2224,0.517,0.2231,0.0962
252967066-1880_2982.mp4,295,0.2763,0.5625,2.5292,0.8836,0.1032
252967066-1880_2982.mp4,442,0.2592,0.4507,2.0115,0.8549,0.1518
252967066-1880_2982.mp4,590,0.2221,0.3904,1.2031,0.4358,0.1411
252967066-6005_7075.mp4,0,0.1682,0.2634,0.935,0.2082,0.0989
252967066-6005_7075.mp4,147,0.3954,0.5847,1.4308,0.3833,0.0997
252967066-6005_7075.mp4,295,0.3831,0.6845,2.6848,0.9306,0.1097
252967066-6005_7075.mp4,442,0.3044,0.4879,1.918,0.708,0.1599
252967066-6005_7075.mp4,590,0.311,0.5015,1.7201,0.5634,0.1119
253295316-0_721.mp4,0,0.3102,0.7299,6.7204,1.0,0.0665
253295316-0_721.mp4,147,0.3042,0.6702,5.4897,0.9261,0.076
253295316-0_721.mp4,295,0.3737,0.7289,5.2771,0.9688,0.0611
253295316-0_721.mp4,442,0.2811,0.5792,4.5727,0.9152,0.109
253295316-0_721.mp4,590,0.1708,0.1829,0.8532,0.3455,0.0578
253441809-0_1440.mp4,0,0.3995,0.6494,2.8878,0.9317,0.1223
253441809-0_1440.mp4,147,0.4837,0.805,4.8033,0.9846,0.0649
253441809-0_1440.mp4,295,0.3339,0.6046,3.4437,0.9728,0.0765
253441809-0_1440.mp4,442,0.3473,0.696,5.0628,0.9167,0.0724
253441809-0_1440.mp4,590,0.3859,0.7588,5.0236,1.0,0.0751
253981706-0_985.mp4,0,0.3695,0.5806,2.369,0.7203,0.0931
253981706-0_985.mp4,147,0.3544,0.5897,2.4716,0.7397,0.1043
253981706-0_985.mp4,295,0.285,0.4322,1.5054,0.5402,0.1197
253981706-0_985.mp4,442,0.1759,0.4001,2.6697,0.6049,0.0747
253981706-0_985.mp4,590,0.3627,0.5051,2.1495,0.6545,0.1029
255008432-3993_5612.mp4,0,0.197,0.3415,1.3601,0.5046,0.0993
255008432-3993_5612.mp4,147,0.4323,0.662,2.5782,0.6765,0.088
255008432-3993_5612.mp4,295,0.3962,0.5436,1.7597,0.6306,0.0971
255008432-3993_5612.mp4,442,0.3097,0.4292,1.5048,0.4684,0.1041
255008432-3993_5612.mp4,590,0.3724,0.6279,2.7744,0.7593,0.0742
255008432-993_2033.mp4,0,0.2869,0.3886,1.4447,0.5289,0.0995
255008432-993_2033.mp4,147,0.2504,0.2932,1.0615,0.4554,0.142
255008432-993_2033.mp4,295,0.3351,0.5885,2.9178,0.8981,0.1201
255008432-993_2033.mp4,442,0.4016,0.6656,3.6621,0.795,0.0777
255008432-993_2033.mp4,590,0.261,0.4089,1.928,0.7312,0.1019
257443237-0_1500.mp4,0,0.2953,0.4743,2.1623,0.8151,0.1097
257443237-0_1500.mp4,147,0.3295,0.3892,1.2305,0.3735,0.0757
257443237-0_1500.mp4,295,0.2313,0.3838,1.4862,0.6349,0.1391
257443237-0_1500.mp4,442,0.2704,0.4796,2.9009,0.8021,0.1181
257443237-0_1500.mp4,590,0.2797,0.545,2.5623,0.7538,0.1166
257552497-0_375.mp4,0,0.3229,0.5489,3.1764,0.6678,0.0604
257552497-0_375.mp4,102,0.1867,0.3012,1.2746,0.4426,0.0965
257552497-0_375.mp4,205,0.3319,0.5441,1.9419,0.5915,0.104
257552497-0_375.mp4,307,0.3135,0.3313,1.1162,0.3766,0.1187
257552497-0_375.mp4,410,0.3584,0.4097,1.402,0.4895,0.1211
257648489-0_769.mp4,0,0.4225,0.7239,3.3369,0.8662,0.0668
257648489-0_769.mp4,147,0.2964,0.364,1.2612,0.3908,0.1022
257648489-0_769.mp4,295,0.2899,0.3987,1.4061,0.5278,0.104
257648489-0_769.mp4,442,0.4214,0.6943,3.0036,0.9851,0.1164
257648489-0_769.mp4,590,0.5073,0.7191,3.4121,0.9192,0.0877
258686993-909_2625.mp4,0,0.1198,0.2617,2.0794,0.8628,0.1225
258686993-909_2625.mp4,147,0.1901,0.3543,1.9672,0.6607,0.0915
258686993-909_2625.mp4,295,0.3754,0.4884,1.4947,0.4805,0.107
258686993-909_2625.mp4,442,0.2807,0.4362,1.7244,0.5,0.0864
258686993-909_2625.mp4,590,0.4389,0.5251,1.7302,0.491,0.0862
259147636-0_375.mp4,0,0.3263,0.6238,2.8154,0.8785,0.1028
259147636-0_375.mp4,102,0.31,0.3604,0.9397,0.3223,0.1123
259147636-0_375.mp4,205,0.202,0.3853,1.9302,0.7222,0.1028
259147636-0_375.mp4,307,0.3419,0.5477,1.928,0.6652,0.1167
259147636-0_375.mp4,410,0.3618,0.4749,1.7223,0.5946,0.1118
259379285-0_1142.mp4,0,0.4101,0.7274,3.1349,0.8718,0.0754
259379285-0_1142.mp4,147,0.2903,0.5791,3.1076,0.9353,0.1059
259379285-0_1142.mp4,295,0.3353,0.4593,1.5641,0.6696,0.1091
259379285-0_1142.mp4,442,0.3485,0.6157,2.8732,0.8729,0.1196
259379285-0_1142.mp4,590,0.3769,0.5217,2.0239,0.6076,0.1268
259518044-0_6026.mp4,0,0.3418,0.5174,1.8861,0.5954,0.0953
259518044-0_6026.mp4,147,0.3311,0.4844,1.5883,0.55,0.1119
