Video,Frame,SIM,CC,NSS,Recall,Area_Pct
170864056-0_905.mp4,147,0.3354,0.4061,1.3467,0.303,0.072
170864056-0_905.mp4,295,0.3401,0.4644,1.677,0.615,0.1153
170864056-0_905.mp4,442,0.3374,0.5128,2.4258,0.8289,0.1187
170864056-0_905.mp4,590,0.3481,0.531,2.4236,0.7231,0.1181
172818763-0_720.mp4,0,0.3877,0.5268,2.3348,0.6236,0.0962
172818763-0_720.mp4,147,0.3745,0.4984,1.4145,0.4981,0.1261
172818763-0_720.mp4,295,0.3968,0.6205,2.4167,0.7919,0.1039
172818763-0_720.mp4,442,0.2397,0.301,1.1028,0.3548,0.0934
172818763-0_720.mp4,590,0.3506,0.4391,1.9236,0.5,0.0799
173390616-1035_1928.mp4,0,0.4773,0.6476,2.3696,0.6,0.0733
173390616-1035_1928.mp4,147,0.4089,0.702,3.9375,0.9102,0.0988
173390616-1035_1928.mp4,295,0.4094,0.6506,2.9401,0.8274,0.095
173390616-1035_1928.mp4,442,0.3197,0.4353,1.4622,0.4242,0.0955
173390616-1035_1928.mp4,590,0.1762,0.0845,0.3316,0.1455,0.1087
175386801-5992_7022.mp4,0,0.2961,0.5301,2.115,0.7592,0.1094
175386801-5992_7022.mp4,147,0.3312,0.636,2.9313,0.9536,0.1169
175386801-5992_7022.mp4,295,0.3751,0.6157,2.7419,0.8511,0.0946
175386801-5992_7022.mp4,442,0.2572,0.4397,1.6658,0.6454,0.1055
175386801-5992_7022.mp4,590,0.2652,0.5696,2.6266,0.831,0.1088
175386801-7023_8550.mp4,0,0.3202,0.578,2.119,0.7205,0.105
175386801-7023_8550.mp4,147,0.3359,0.5652,1.9861,0.7795,0.1189
175386801-7023_8550.mp4,295,0.3812,0.6665,2.8032,0.8802,0.1244
175386801-7023_8550.mp4,442,0.2865,0.3946,1.2904,0.3646,0.0836
175386801-7023_8550.mp4,590,0.2543,0.4874,2.1474,0.7861,0.1235
175899804-2823_3988.mp4,0,0.3009,0.7724,6.4111,1.0,0.0657
175899804-2823_3988.mp4,147,0.4054,0.664,3.6988,0.9418,0.0702
175899804-2823_3988.mp4,295,0.2764,0.47,2.3437,0.8204,0.1203
175899804-2823_3988.mp4,442,0.3565,0.6959,5.123,0.8852,0.0622
175899804-2823_3988.mp4,590,0.37,0.6422,3.1829,0.9282,0.0864
176555781-5083_6614.mp4,0,0.2541,0.5955,5.161,0.9627,0.085
176555781-5083_6614.mp4,147,0.3205,0.6465,3.8628,0.9155,0.1053
176555781-5083_6614.mp4,295,0.201,0.2886,1.3231,0.599,0.1232
176555781-5083_6614.mp4,442,0.1819,0.4079,2.6687,0.9257,0.1034
176555781-5083_6614.mp4,590,0.3334,0.6195,3.0223,0.7222,0.0686
178829992-1813_3426.mp4,0,0.3136,0.5464,2.4467,0.8671,0.0983
178829992-1813_3426.mp4,147,0.2522,0.3604,1.9033,0.352,0.0807
178829992-1813_3426.mp4,295,0.2714,0.3745,1.6949,0.44,0.0782
178829992-1813_3426.mp4,442,0.2272,0.307,1.1588,0.1216,0.0566
178829992-1813_3426.mp4,590,0.2936,0.496,1.9401,0.8481,0.1356
179250895-1086_2022.mp4,0,0.3297,0.4768,1.4958,0.4296,0.1007
179250895-1086_2022.mp4,147,0.3429,0.4934,1.5921,0.721,0.1545
179250895-1086_2022.mp4,295,0.3684,0.6995,4.0169,0.9635,0.097
179250895-1086_2022.mp4,442,0.3615,0.5519,2.003,0.791,0.1367
179250895-1086_2022.mp4,590,0.3265,0.6932,4.3592,0.9897,0.1128
179444391-1018_2107.mp4,0,0.3515,0.6298,2.9275,0.8876,0.0771
179444391-1018_2107.mp4,147,0.3532,0.658,3.9292,0.8945,0.0986
179444391-1018_2107.mp4,295,0.3381,0.5487,2.1171,0.8108,0.1346
179444391-1018_2107.mp4,442,0.3529,0.7314,3.668,0.974,0.1099
179444391-1018_2107.mp4,590,0.3574,0.5475,2.3638,0.7795,0.1166
179752286-0_542.mp4,0,0.323,0.4745,1.6439,0.6654,0.1564
179752286-0_542.mp4,125,0.2868,0.2903,1.018,0.4498,0.1548
179752286-0_542.mp4,251,0.2582,0.2778,1.1211,0.4976,0.1556
179752286-0_542.mp4,377,0.2407,0.2632,0.9803,0.5051,0.162
179752286-0_542.mp4,503,0.2669,0.3113,1.1187,0.5781,0.1364
180142161-0_1125.mp4,0,0.258,0.5352,4.098,0.8991,0.0875
180142161-0_1125.mp4,147,0.2694,0.6856,5.2166,1.0,0.0947
180142161-0_1125.mp4,295,0.3691,0.7107,3.3058,0.8525,0.072
180142161-0_1125.mp4,442,0.3024,0.5665,2.6967,0.8953,0.1197
180142161-0_1125.mp4,590,0.3158,0.4339,1.7574,0.663,0.1005
180874776-0_751.mp4,0,0.267,0.5513,2.8308,1.0,0.1181
180874776-0_751.mp4,147,0.3843,0.5965,2.4455,0.6653,0.0834
180874776-0_751.mp4,295,0.3068,0.6026,2.8698,0.9062,0.1149
180874776-0_751.mp4,442,0.3606,0.5837,3.0072,0.8519,0.0914
180874776-0_751.mp4,590,0.3122,0.5832,3.4883,0.9524,0.1036
181536159-0_1021.mp4,0,0.3198,0.6306,2.752,0.8507,0.0681
181536159-0_1021.mp4,147,0.3614,0.5915,2.4496,0.8066,0.1154
181536159-0_1021.mp4,295,0.2604,0.4443,1.9734,0.7536,0.1122
181536159-0_1021.mp4,442,0.4119,0.6243,2.0395,0.7059,0.1035
181536159-0_1021.mp4,590,0.4207,0.6657,2.5505,0.8333,0.103
181917075-0_1673.mp4,0,0.3589,0.486,1.8673,0.6914,0.0999
181917075-0_1673.mp4,147,0.1443,0.0581,0.0783,0.1331,0.1061
181917075-0_1673.mp4,295,0.197,0.2728,1.0377,0.3737,0.1086
181917075-0_1673.mp4,442,0.2162,0.4964,3.2744,0.9844,0.1135
181917075-0_1673.mp4,590,0.2179,0.5237,3.5288,1.0,0.0978
182981331-0_500.mp4,0,0.2986,0.5733,3.2212,0.9118,0.1035
182981331-0_500.mp4,140,0.3788,0.7107,4.3046,0.9697,0.1032
182981331-0_500.mp4,280,0.3547,0.6484,4.3945,0.8969,0.0738
182981331-0_500.mp4,420,0.3368,0.4617,2.2411,0.7208,0.1196
182981331-0_500.mp4,560,0.5192,0.7925,4.8164,0.942,0.0693
183523046-0_453.mp4,0,0.3668,0.5925,2.4924,0.8454,0.1109
183523046-0_453.mp4,126,0.2756,0.5995,4.2653,0.9479,0.0969
183523046-0_453.mp4,252,0.2909,0.5245,1.9358,0.8,0.1521
183523046-0_453.mp4,378,0.2417,0.4894,2.4771,0.9261,0.149
183523046-0_453.mp4,504,0.5219,0.7674,4.9932,0.9,0.0574
183524084-0_530.mp4,0,0.4121,0.7604,3.9989,0.9811,0.0863
183524084-0_530.mp4,147,0.2384,0.1585,0.3817,0.083,0.0712
183524084-0_530.mp4,295,0.3362,0.4391,1.3907,0.4776,0.1025
183524084-0_530.mp4,442,0.3689,0.6626,2.5677,0.8636,0.1037
183524084-0_530.mp4,590,0.5723,0.8065,4.6438,0.9242,0.0574
184897831-2951_3922.mp4,0,0.3779,0.5787,2.151,0.6,0.0972
184897831-2951_3922.mp4,147,0.3143,0.4303,1.7333,0.5412,0.0975
184897831-2951_3922.mp4,295,0.2726,0.4151,1.8498,0.5806,0.0852
184897831-2951_3922.mp4,442,0.3588,0.48,1.7728,0.6022,0.0857
184897831-2951_3922.mp4,590,0.3176,0.4459,1.4971,0.5027,0.1201
184897831-941_2002.mp4,0,0.2991,0.6284,4.2077,0.9737,0.0774
184897831-941_2002.mp4,147,0.3373,0.5257,4.2496,0.8345,0.0681
184897831-941_2002.mp4,295,0.2739,0.3396,1.1778,0.364,0.0984
184897831-941_2002.mp4,442,0.3537,0.4741,1.8385,0.5312,0.0927
184897831-941_2002.mp4,590,0.2995,0.4074,1.4515,0.5185,0.1119
185058287-336_1051.mp4,0,0.3457,0.5368,2.5032,0.7192,0.0946
185058287-336_1051.mp4,147,0.3411,0.5979,4.1775,0.8214,0.0864
185058287-336_1051.mp4,295,0.4078,0.6831,4.3016,0.9104,0.0924
185058287-336_1051.mp4,442,0.3874,0.6829,4.7252,0.9059,0.0904
185058287-336_1051.mp4,590,0.1451,0.2796,2.3452,0.8333,0.1411
185354046-0_525.mp4,0,0.4117,0.6436,2.5874,0.8833,0.1112
185354046-0_525.mp4,147,0.316,0.4395,1.9227,0.5231,0.1029
185354046-0_525.mp4,295,0.2285,0.2538,0.7584,0.257,0.095
185354046-0_525.mp4,442,0.537,0.7141,2.7808,0.672,0.0763
185354046-0_525.mp4,590,0.3333,0.4034,1.5677,0.5288,0.1194
186099839-0_1420.mp4,0,0.3235,0.7433,7.2649,0.9559,0.0452
186099839-0_1420.mp4,147,0.3038,0.568,5.1497,0.8476,0.0554
186099839-0_1420.mp4,295,0.3398,0.5796,4.7191,0.7727,0.0703
186099839-0_1420.mp4,442,0.3412,0.6822,4.5409,0.9394,0.087
186099839-0_1420.mp4,590,0.2308,0.2934,1.2864,0.3415,0.0625
187985015-0_984.mp4,0,0.2326,0.6093,5.0764,0.9565,0.0596
187985015-0_984.mp4,147,0.3269,0.5369,2.8371,0.7179,0.0907
187985015-0_984.mp4,295,0.3488,0.6385,2.6512,0.881,0.1191
187985015-0_984.mp4,442,0.2154,0.5208,3.2131,0.9324,0.0987
187985015-0_984.mp4,590,0.4452,0.8382,4.6396,1.0,0.0926
188110540-1007_2296.mp4,0,0.423,0.6454,2.5073,0.8516,0.1148
188110540-1007_2296.mp4,147,0.3282,0.5754,2.4005,0.7851,0.1249
188110540-1007_2296.mp4,295,0.3251,0.4423,1.5593,0.619,0.1309
188110540-1007_2296.mp4,442,0.3376,0.678,3.2428,0.9101,0.0883
188110540-1007_2296.mp4,590,0.3517,0.5507,2.2669,0.7371,0.1208
188110540-275_1006.mp4,0,0.3254,0.5369,2.0501,0.6791,0.1159
188110540-275_1006.mp4,147,0.4323,0.6534,2.217,0.8099,0.1297
188110540-275_1006.mp4,295,0.2864,0.5214,2.1616,0.8477,0.1101
188110540-275_1006.mp4,442,0.3239,0.536,3.0726,0.6719,0.0588
188110540-275_1006.mp4,590,0.3463,0.6494,3.1096,0.9461,0.1119
188317665-866_1823.mp4,0,0.2541,0.3138,0.9275,0.3636,0.1066
188317665-866_1823.mp4,147,0.3904,0.6412,2.2941,0.9248,0.1141
188317665-866_1823.mp4,295,0.3873,0.5548,1.8692,0.6009,0.1207
188317665-866_1823.mp4,442,0.2755,0.4445,2.5377,0.6967,0.0979
188317665-866_1823.mp4,590,0.3539,0.5089,1.6612,0.4756,0.0891
188681554-3001_4012.mp4,0,0.3264,0.7453,5.707,1.0,0.0642
188681554-3001_4012.mp4,147,0.469,0.7482,4.1836,0.8864,0.0804
188681554-3001_4012.mp4,295,0.3894,0.7934,4.7189,0.9786,0.0717
188681554-3001_4012.mp4,442,0.3228,0.6848,4.8271,0.9595,0.0849
188681554-3001_4012.mp4,590,0.3192,0.645,4.9506,0.9211,0.0668
188801399-0_1261.mp4,0,0.3774,0.6981,3.0996,0.8598,0.0754
188801399-0_1261.mp4,147,0.3497,0.646,4.3107,0.9853,0.0894
188801399-0_1261.mp4,295,0.3685,0.5248,2.0733,0.6569,0.082
188801399-0_1261.mp4,442,0.3672,0.6327,2.8156,0.9096,0.096
188801399-0_1261.mp4,590,0.3874,0.6886,3.7419,1.0,0.1028
190027027-0_987.mp4,0,0.441,0.7745,3.8179,0.9762,0.0996
190027027-0_987.mp4,147,0.4641,0.8242,4.8842,0.9879,0.0775
190027027-0_987.mp4,295,0.2552,0.4328,2.1318,0.7753,0.0903
190027027-0_987.mp4,442,0.3687,0.6828,3.3527,1.0,0.1062
190027027-0_987.mp4,590,0.3494,0.4966,1.6893,0.7317,0.0963
190027027-988_1992.mp4,0,0.3272,0.6218,3.9771,0.9658,0.0906
190027027-988_1992.mp4,147,0.3349,0.6298,4.2228,0.936,0.092
190027027-988_1992.mp4,295,0.3219,0.6241,3.7547,0.9605,0.0921
190027027-988_1992.mp4,442,0.4004,0.7596,3.5724,0.974,0.0833
190027027-988_1992.mp4,590,0.378,0.5729,2.6197,0.8357,0.0907
190381319-0_1480.mp4,0,0.2352,0.5213,3.3424,0.9621,0.092
190381319-0_1480.mp4,147,0.2428,0.2852,1.0654,0.4405,0.1058
190381319-0_1480.mp4,295,0.2241,0.4398,2.6263,0.6875,0.0824
190381319-0_1480.mp4,442,0.2254,0.2018,0.5352,0.2537,0.1171
190381319-0_1480.mp4,590,0.2504,0.4829,2.1248,0.6667,0.1032
190627979-0_1031.mp4,0,0.3372,0.5978,2.7639,0.806,0.1005
190627979-0_1031.mp4,147,0.2894,0.5573,4.8163,0.875,0.0746
190627979-0_1031.mp4,295,0.409,0.5664,2.2973,0.6534,0.0869
190627979-0_1031.mp4,442,0.1707,0.1617,0.4511,0.1059,0.1191
190627979-0_1031.mp4,590,0.3499,0.624,2.7528,0.8919,0.1257
190750892-20_721.mp4,0,0.3409,0.4897,1.5014,0.57,0.1346
190750892-20_721.mp4,147,0.3099,0.5761,2.4237,0.8673,0.1248
190750892-20_721.mp4,295,0.2077,0.2572,0.707,0.21,0.1133
190750892-20_721.mp4,442,0.1814,0.4133,2.6836,0.9054,0.1503
190750892-20_721.mp4,590,0.4174,0.7354,2.8536,0.9264,0.1275
191050102-0_996.mp4,0,0.3045,0.6284,2.8228,0.9333,0.1159
191050102-0_996.mp4,147,0.3188,0.5817,2.1183,0.6598,0.084
191050102-0_996.mp4,295,0.3533,0.5574,1.7141,0.5397,0.0944
191050102-0_996.mp4,442,0.2434,0.2831,0.975,0.3722,0.1395
191050102-0_996.mp4,590,0.3309,0.6529,3.2986,0.8743,0.0981
191050102-3004_4560.mp4,0,0.3292,0.6269,2.6758,0.8933,0.106
191050102-3004_4560.mp4,147,0.4568,0.5771,1.797,0.6258,0.1222
191050102-3004_4560.mp4,295,0.3609,0.5516,2.0318,0.7446,0.1168
191050102-3004_4560.mp4,442,0.3108,0.3876,1.2637,0.4122,0.1189
191050102-3004_4560.mp4,590,0.2682,0.6048,3.4554,0.9319,0.0921
191129380-0_1405.mp4,0,0.3458,0.7414,4.4974,0.98,0.0834
191129380-0_1405.mp4,147,0.2957,0.5549,3.5691,0.7872,0.086
191129380-0_1405.mp4,295,0.2366,0.3331,1.0732,0.2833,0.09
191129380-0_1405.mp4,442,0.2638,0.5401,3.3269,0.8391,0.1068
191129380-0_1405.mp4,590,0.3195,0.5551,3.0053,0.7944,0.113
191129593-0_1118.mp4,0,0.1767,0.4668,4.9279,0.9326,0.0715
191129593-0_1118.mp4,147,0.2552,0.5952,3.8319,0.9709,0.0946
191129593-0_1118.mp4,295,0.3857,0.7156,3.9396,1.0,0.0936
191129593-0_1118.mp4,442,0.2449,0.5835,3.3167,1.0,0.118
191129593-0_1118.mp4,590,0.2446,0.568,3.3362,0.9853,0.1121
191958054-1015_2229.mp4,0,0.3819,0.4608,1.605,0.4852,0.1179
191958054-1015_2229.mp4,147,0.4284,0.6102,2.4985,0.7801,0.1302
191958054-1015_2229.mp4,295,0.4016,0.5024,1.5235,0.6323,0.1362
191958054-1015_2229.mp4,442,0.3912,0.587,2.3468,0.8125,0.1254
191958054-1015_2229.mp4,590,0.2897,0.3816,1.1538,0.4619,0.1343
192082551-1011_2028.mp4,0,0.2308,0.4708,3.3261,0.9317,0.1293
192082551-1011_2028.mp4,147,0.3379,0.5245,1.7282,0.4792,0.1008
192082551-1011_2028.mp4,295,0.2392,0.4312,2.1868,0.9853,0.1216
192082551-1011_2028.mp4,442,0.3131,0.6693,3.3253,0.9412,0.0854
192082551-1011_2028.mp4,590,0.2531,0.5787,3.0342,0.971,0.117
193948276-0_960.mp4,0,0.399,0.5512,1.9931,0.5551,0.0983
193948276-0_960.mp4,147,0.3739,0.4774,1.6545,0.4595,0.0906
193948276-0_960.mp4,295,0.2997,0.6408,5.3775,0.9841,0.0682
193948276-0_960.mp4,442,0.3196,0.6375,3.4742,0.9394,0.0916
193948276-0_960.mp4,590,0.3392,0.6983,3.6979,1.0,0.1202
198721655-1971_2782.mp4,0,0.2603,0.5228,2.3063,0.6822,0.0706
198721655-1971_2782.mp4,147,0.4256,0.6681,2.7542,0.7239,0.0619
198721655-1971_2782.mp4,295,0.3099,0.4871,2.1853,0.6614,0.0682
198721655-1971_2782.mp4,442,0.3565,0.7087,4.4917,0.9394,0.0818
198721655-1971_2782.mp4,590,0.4029,0.7362,3.8635,0.8867,0.0718
198746424-993_1969.mp4,0,0.4277,0.6197,2.7373,0.8167,0.0743
198746424-993_1969.mp4,147,0.2708,0.23,0.7465,0.2468,0.0988
198746424-993_1969.mp4,295,0.3288,0.5129,1.8727,0.473,0.075
198746424-993_1969.mp4,442,0.2281,0.2728,0.9102,0.3009,0.0959
198746424-993_1969.mp4,590,0.4418,0.6948,2.7486,0.8667,0.1074
200860865-2992_4026.mp4,0,0.38,0.6881,4.0545,0.9261,0.1027
200860865-2992_4026.mp4,147,0.3507,0.6241,2.9008,0.8611,0.1259
200860865-2992_4026.mp4,295,0.3855,0.765,6.1049,0.9867,0.0635
200860865-2992_4026.mp4,442,0.4397,0.6371,2.3431,0.8533,0.1153
200860865-2992_4026.mp4,590,0.3864,0.62,4.1842,0.7534,0.0723
203234007-2026_3018.mp4,0,0.3738,0.475,1.7412,0.4605,0.0933
203234007-2026_3018.mp4,147,0.2723,0.566,2.6584,0.9172,0.1283
203234007-2026_3018.mp4,295,0.2954,0.4148,1.7728,0.507,0.0887
203234007-2026_3018.mp4,442,0.3482,0.3436,0.7665,0.2262,0.0952
203234007-2026_3018.mp4,590,0.2605,0.3421,0.9385,0.1667,0.0878
203712233-5267_7997.mp4,0,0.2539,0.3666,1.6256,0.4286,0.0899
203712233-5267_7997.mp4,147,0.4404,0.5249,2.1242,0.5236,0.082
203712233-5267_7997.mp4,295,0.2365,0.3449,1.4178,0.7604,0.1544
203712233-5267_7997.mp4,442,0.319,0.394,1.2552,0.3788,0.1253
203712233-5267_7997.mp4,590,0.2283,0.187,0.6141,0.3431,0.1608
206445361-0_813.mp4,0,0.3665,0.5071,1.8887,0.5846,0.0922
206445361-0_813.mp4,147,0.3745,0.7299,4.3431,0.9762,0.0765
206445361-0_813.mp4,295,0.3222,0.7128,5.1214,0.9846,0.0625
206445361-0_813.mp4,442,0.4009,0.7207,3.9201,0.9479,0.0892
206445361-0_813.mp4,590,0.2199,0.526,2.4271,0.8775,0.0972
207316933-0_720.mp4,0,0.2413,0.4433,2.2292,0.8684,0.0997
207316933-0_720.mp4,147,0.3992,0.6679,3.191,0.7466,0.0792
207316933-0_720.mp4,295,0.3167,0.644,3.3684,0.973,0.0971
207316933-0_720.mp4,442,0.1393,0.3184,2.2565,0.8784,0.0939
207316933-0_720.mp4,590,0.3638,0.6081,2.7006,0.7554,0.0887
208101788-1015_2110.mp4,0,0.3893,0.6942,3.4827,0.9706,0.0869
208101788-1015_2110.mp4,147,0.3173,0.4281,2.0766,0.6202,0.0851
208101788-1015_2110.mp4,295,0.3666,0.6361,2.656,0.9005,0.132
208101788-1015_2110.mp4,442,0.2876,0.5657,3.3767,0.9487,0.0936
208101788-1015_2110.mp4,590,0.2787,0.4985,2.8825,0.9231,0.1453
212446603-1001_2012.mp4,0,0.213,0.6006,4.1809,1.0,0.1274
212446603-1001_2012.mp4,147,0.4103,0.7303,3.8116,0.9366,0.1006
212446603-1001_2012.mp4,295,0.4651,0.6721,2.5609,0.8226,0.0986
212446603-1001_2012.mp4,442,0.3666,0.6394,2.6448,0.9552,0.1247
212446603-1001_2012.mp4,590,0.3231,0.6697,4.5661,0.9734,0.0938
216328111-0_5482.mp4,0,0.4713,0.5519,2.5942,0.5845,0.0658
216328111-0_5482.mp4,147,0.4231,0.6882,4.7302,0.9054,0.0675
216328111-0_5482.mp4,295,0.3464,0.6328,5.0152,0.9143,0.0662
216328111-0_5482.mp4,442,0.3794,0.6276,4.9008,0.8955,0.0489
216328111-0_5482.mp4,590,0.3967,0.7493,5.792,0.942,0.0563
219274169-0_760.mp4,0,0.4013,0.6032,2.2184,0.7816,0.1072
219274169-0_760.mp4,147,0.3316,0.4275,1.6066,0.6731,0.1335
219274169-0_760.mp4,295,0.437,0.6554,3.2907,0.827,0.0885
219274169-0_760.mp4,442,0.4316,0.6245,2.323,0.6716,0.0838
219274169-0_760.mp4,590,0.2014,0.3102,1.4948,0.5744,0.1194
219701937-0_993.mp4,0,0.3155,0.4706,1.7645,0.5845,0.1043
219701937-0_993.mp4,147,0.3411,0.526,1.9802,0.7467,0.0951
219701937-0_993.mp4,295,0.2724,0.6105,3.7561,1.0,0.1197
219701937-0_993.mp4,442,0.2597,0.3396,1.1744,0.385,0.1185
219701937-0_993.mp4,590,0.2992,0.722,4.9317,1.0,0.0807
220499124-1036_1794.mp4,0,0.3763,0.5134,1.8134,0.5652,0.1012
220499124-1036_1794.mp4,147,0.1687,0.2065,1.1891,0.3944,0.107
220499124-1036_1794.mp4,295,0.4348,0.7193,2.8702,0.7692,0.0753
220499124-1036_1794.mp4,442,0.4102,0.6097,3.6058,0.7391,0.0893
220499124-1036_1794.mp4,590,0.4777,0.794,4.4827,0.8958,0.0583
220717846-0_10266.mp4,0,0.3706,0.6586,2.8626,0.8768,0.1023
220717846-0_10266.mp4,147,0.3012,0.5081,2.5102,0.6602,0.0761
220717846-0_10266.mp4,295,0.3321,0.5049,2.7388,0.75,0.1059
220717846-0_10266.mp4,442,0.3905,0.6153,2.6792,0.803,0.0979
220717846-0_10266.mp4,590,0.352,0.5812,2.6911,0.7344,0.0954
221610347-0_1632.mp4,0,0.4859,0.7346,3.9539,0.7804,0.0625
221610347-0_1632.mp4,147,0.2784,0.4911,2.2345,0.7404,0.1027
221610347-0_1632.mp4,295,0.3584,0.4921,1.9237,0.7273,0.1129
221610347-0_1632.mp4,442,0.2298,0.3649,1.5461,0.6667,0.1152
221610347-0_1632.mp4,590,0.3791,0.6629,4.7408,0.903,0.0584
226653240-1028_2025.mp4,0,0.2456,0.3513,1.2764,0.4267,0.099
226653240-1028_2025.mp4,147,0.3279,0.4206,1.3707,0.4027,0.0809
226653240-1028_2025.mp4,295,0.299,0.4241,1.8892,0.5349,0.0826
226653240-1028_2025.mp4,442,0.4366,0.6033,2.3198,0.7324,0.1038
226653240-1028_2025.mp4,590,0.3804,0.5295,1.8163,0.5046,0.0802
227938046-1790_3406.mp4,0,0.3287,0.5431,2.0342,0.7028,0.1207
227938046-1790_3406.mp4,147,0.3287,0.4194,1.2382,0.4836,0.1285
227938046-1790_3406.mp4,295,0.427,0.6559,3.1647,0.7559,0.0735
227938046-1790_3406.mp4,442,0.3957,0.5481,2.172,0.7324,0.1291
227938046-1790_3406.mp4,590,0.2686,0.3868,1.8345,0.6275,0.0902
229266289-80_992.mp4,0,0.3352,0.6238,2.7336,0.934,0.114
229266289-80_992.mp4,147,0.3448,0.4634,1.5724,0.536,0.0994
229266289-80_992.mp4,295,0.4054,0.6036,2.7268,0.7981,0.0837
229266289-80_992.mp4,442,0.3971,0.6418,2.6325,0.8696,0.1087
229266289-80_992.mp4,590,0.3346,0.4347,1.4391,0.3944,0.0843
229266289-993_1965.mp4,0,0.4103,0.6492,2.6328,0.7548,0.0754
229266289-993_1965.mp4,147,0.3504,0.5563,2.1238,0.6062,0.0754
229266289-993_1965.mp4,295,0.3696,0.6466,2.9939,0.8944,0.1008
229266289-993_1965.mp4,442,0.204,0.3943,1.9746,0.5469,0.0754
229266289-993_1965.mp4,590,0.2939,0.4558,1.8506,0.6891,0.0921
229289119-0_2222.mp4,0,0.2505,0.3643,1.8616,0.6431,0.1093
229289119-0_2222.mp4,147,0.2207,0.2694,1.2131,0.4032,0.114
229289119-0_2222.mp4,295,0.3352,0.5719,2.5146,0.7249,0.0924
229289119-0_2222.mp4,442,0.3336,0.6023,2.9352,0.873,0.1051
229289119-0_2222.mp4,590,0.3476,0.6983,5.2345,0.9683,0.068
229540932-0_500.mp4,0,0.2253,0.5862,4.4799,0.85,0.0601
229540932-0_500.mp4,140,0.2452,0.4127,3.9965,0.7596,0.0625
229540932-0_500.mp4,280,0.237,0.4885,3.5581,0.8475,0.0866
229540932-0_500.mp4,420,0.2357,0.452,4.0737,0.8203,0.0794
229540932-0_500.mp4,560,0.3796,0.4423,1.5651,0.5274,0.0986
230417917-125_997.mp4,0,0.2989,0.5788,2.5178,0.9019,0.1516
230417917-125_997.mp4,147,0.3357,0.5335,2.0524,0.6795,0.0961
230417917-125_997.mp4,295,0.2938,0.6148,3.9621,0.9844,0.0866
230417917-125_997.mp4,442,0.2313,0.4762,2.6329,0.9365,0.1015
230417917-125_997.mp4,590,0.1761,0.4166,2.2688,0.9577,0.0997
230417917-2011_3100.mp4,0,0.4203,0.7322,3.7453,0.9194,0.0739
230417917-2011_3100.mp4,147,0.3163,0.4273,1.3534,0.4737,0.1076
230417917-2011_3100.mp4,295,0.2357,0.4022,1.7713,0.4762,0.0878
230417917-2011_3100.mp4,442,0.4001,0.6443,3.6518,0.7688,0.0887
230417917-2011_3100.mp4,590,0.375,0.6711,3.4581,0.8098,0.0828
230963655-0_720.mp4,0,0.3212,0.6201,2.4294,0.8368,0.0959
230963655-0_720.mp4,147,0.4335,0.7864,5.9341,0.944,0.0516
230963655-0_720.mp4,295,0.3994,0.7264,3.6125,0.9137,0.0797
230963655-0_720.mp4,442,0.454,0.6376,2.5142,0.7324,0.1066
230963655-0_720.mp4,590,0.4028,0.6797,2.7502,0.8767,0.1229
231239343-0_440.mp4,0,0.2706,0.5791,3.7954,0.9053,0.0635
231239343-0_440.mp4,127,0.2533,0.4371,1.7502,0.5368,0.0837
231239343-0_440.mp4,255,0.3302,0.4898,1.7669,0.5323,0.1026
231239343-0_440.mp4,382,0.3425,0.545,2.5483,0.6768,0.0799
231239343-0_440.mp4,510,0.2643,0.3969,2.0201,0.5081,0.0693
232346996-991_1985.mp4,0,0.2812,0.392,1.4149,0.4532,0.0963
232346996-991_1985.mp4,147,0.2569,0.4895,2.7374,0.7461,0.0855
232346996-991_1985.mp4,295,0.2532,0.4977,2.3254,0.8939,0.161
232346996-991_1985.mp4,442,0.3736,0.6489,2.8985,0.7778,0.0672
232346996-991_1985.mp4,590,0.3303,0.4444,1.6725,0.4658,0.084
232589092-990_1985.mp4,0,0.3387,0.4799,1.5662,0.5706,0.127
232589092-990_1985.mp4,147,0.4082,0.7615,5.3687,0.9814,0.0719
232589092-990_1985.mp4,295,0.3928,0.7093,4.662,0.9125,0.0626
232589092-990_1985.mp4,442,0.415,0.516,1.6114,0.5287,0.1168
232589092-990_1985.mp4,590,0.2503,0.3623,1.5487,0.4877,0.0974
232848412-0_476.mp4,0,0.3038,0.5439,2.6262,0.6866,0.083
232848412-0_476.mp4,139,0.4534,0.7828,3.9863,0.9537,0.0881
232848412-0_476.mp4,278,0.3114,0.5941,2.9327,0.7556,0.1189
232848412-0_476.mp4,417,0.3949,0.5648,2.118,0.6438,0.0972
232848412-0_476.mp4,556,0.4155,0.5094,1.9022,0.6842,0.1104
233123386-0_376.mp4,0,0.3375,0.521,1.5747,0.3909,0.0782
233123386-0_376.mp4,102,0.4793,0.7026,3.1297,0.7864,0.0865
233123386-0_376.mp4,205,0.3567,0.5168,1.7534,0.725,0.109
233123386-0_376.mp4,308,0.3279,0.4367,1.5699,0.4267,0.0818
233123386-0_376.mp4,411,0.4494,0.6982,4.4102,0.8937,0.0602
233604925-0_979.mp4,0,0.5226,0.7462,3.3353,0.8963,0.082
233604925-0_979.mp4,147,0.3415,0.2901,0.7558,0.1855,0.0784
233604925-0_979.mp4,295,0.3825,0.734,4.0536,0.9848,0.0868
233604925-0_979.mp4,442,0.4696,0.7729,3.9561,0.978,0.1181
